Time(s),X(m),Y(m),Z(m),Vx(m/s),Vy(m/s),Vz(m/s),Roll(rad),Pitch(rad),Yaw(rad),Mass(kg),Thrust(N),Mach,Altitude(m)
4.910000,921.178599,205.085660,-10.079964,168.508057,-3.976693,-5.401283,0.000000,24.686679,0.138646,375.696203,4704.662714,0.496726,205.085660
4.920000,922.864609,205.045334,-10.133947,168.601015,-4.032588,-5.398295,0.000000,24.756646,0.138532,375.443038,4698.477808,0.497003,205.045334
4.930000,924.551610,205.004372,-10.187915,168.700106,-4.096189,-5.396752,0.000000,24.826453,0.138418,375.189873,4692.228809,0.497299,205.004372
4.940000,926.239652,204.962699,-10.241878,168.804188,-4.167362,-5.396362,0.000000,24.896149,0.138302,374.936709,4685.915719,0.497610,204.962699
4.950000,927.928773,204.920239,-10.295847,168.912106,-4.246008,-5.396861,0.000000,24.965787,0.138186,374.683544,4679.538535,0.497933,204.920239
4.960000,929.619000,204.876918,-10.349827,169.022695,-4.332071,-5.398006,0.000000,25.035417,0.138069,374.430380,4673.097260,0.498265,204.876918
4.970000,931.310348,204.832663,-10.403823,169.134778,-4.425534,-5.399567,0.000000,25.105091,0.137951,374.177215,4666.591892,0.498602,204.832663
4.980000,933.002820,204.787399,-10.457836,169.247168,-4.526424,-5.401320,0.000000,25.174861,0.137833,373.924051,4660.022432,0.498940,204.787399
4.990000,934.696406,204.741050,-10.511866,169.358665,-4.634806,-5.403044,0.000000,25.244779,0.137715,373.670886,4653.388880,0.499277,204.741050
5.000000,936.391087,204.693543,-10.565911,169.468058,-4.750789,-5.404508,0.000000,25.314897,0.137596,373.417722,4646.691235,0.499608,204.693543
5.010000,938.086828,204.644797,-10.619966,169.574125,-4.874517,-5.405471,0.000000,25.385268,0.137477,373.164557,4639.929498,0.499931,204.644797
5.020000,939.783584,204.594736,-10.674023,169.675631,-5.006177,-5.405672,0.000000,25.455946,0.137357,372.911392,4633.103669,0.500240,204.594736
5.030000,941.481298,204.543276,-10.728071,169.771331,-5.145986,-5.404822,0.000000,25.526983,0.137238,372.658228,4626.213748,0.500534,204.543276
5.040000,943.179897,204.490334,-10.782097,169.859970,-5.294196,-5.402593,0.000000,25.598435,0.137118,372.405063,4619.259734,0.500808,204.490334
5.050000,944.879300,204.435823,-10.836083,169.940284,-5.451086,-5.398606,0.000000,25.670356,0.136998,372.151899,4612.241628,0.501058,204.435823
5.060000,946.579410,204.379653,-10.890007,170.011000,-5.616956,-5.392417,0.000000,25.742800,0.136879,371.898734,4605.159430,0.501281,204.379653
5.070000,948.280119,204.321732,-10.943842,170.070842,-5.792112,-5.383490,0.000000,25.815825,0.136759,371.645570,4598.013139,0.501473,204.321732
5.080000,949.981304,204.261964,-10.997554,170.118534,-5.976857,-5.371165,0.000000,25.889485,0.136640,371.392405,4590.802756,0.501631,204.261964
5.090000,951.682832,204.200249,-11.051100,170.152804,-6.171459,-5.354618,0.000000,25.963839,0.136521,371.139241,4583.528281,0.501750,204.200249
5.100000,953.384556,204.136488,-11.104428,170.172401,-6.376107,-5.332787,0.000000,26.038943,0.136402,370.886076,4576.189713,0.501828,204.136488
5.110000,955.086317,204.070580,-11.157471,170.176103,-6.590833,-5.304274,0.000000,26.114856,0.136283,370.632911,4568.787053,0.501860,204.070580
5.120000,956.787945,204.002426,-11.210142,170.162749,-6.815364,-5.267175,0.000000,26.191637,0.136165,370.379747,4561.320301,0.501843,204.002426
5.130000,958.489257,203.931938,-11.262331,170.131287,-7.048839,-5.218818,0.000000,26.269345,0.136048,370.126582,4553.789457,0.501773,203.931938
5.140000,960.190066,203.859046,-11.313884,170.080860,-7.289190,-5.155312,0.000000,26.348040,0.135931,369.873418,4546.194520,0.501649,203.859046
5.150000,961.890176,203.783729,-11.364592,170.010980,-7.531725,-5.070825,0.000000,26.427782,0.135815,369.620253,4538.535491,0.501466,203.783729
5.160000,963.589395,203.706073,-11.414159,169.921906,-7.765554,-4.956665,0.000000,26.508633,0.135699,369.367089,4530.812370,0.501225,203.706073
5.170000,965.287549,203.626430,-11.462178,169.815409,-7.964302,-4.801967,0.000000,26.590654,0.135585,369.113924,4523.025156,0.500925,203.626430
5.180000,966.984506,203.545752,-11.508250,169.695687,-8.067831,-4.607196,0.000000,26.673907,0.135471,368.860759,4515.173850,0.500571,203.545752
5.190000,968.680194,203.465785,-11.552402,169.568826,-7.996695,-4.415222,0.000000,26.758437,0.135358,368.607595,4507.258452,0.500173,203.465785
5.200000,970.374568,203.388096,-11.595200,169.437372,-7.768875,-4.279773,0.000000,26.844242,0.135245,368.354430,4499.278962,0.499744,203.388096
5.210000,972.067540,203.313499,-11.637378,169.297189,-7.459677,-4.217824,0.000000,26.931321,0.135134,368.101266,4491.235379,0.499286,203.313499
5.220000,973.759005,203.242354,-11.679499,169.146569,-7.114500,-4.212054,0.000000,27.019672,0.135024,367.848101,4483.127704,0.498798,203.242354
5.230000,975.448856,203.174816,-11.721959,168.985082,-6.753836,-4.245968,0.000000,27.109293,0.134915,367.594937,4474.955937,0.498282,203.174816
5.240000,977.136984,203.110941,-11.765045,168.812773,-6.387442,-4.308594,0.000000,27.200183,0.134807,367.341772,4466.720077,0.497737,203.110941
5.250000,978.823283,203.050735,-11.808973,168.629910,-6.020624,-4.392884,0.000000,27.292340,0.134701,367.088608,4458.420125,0.497165,203.050735
5.260000,980.507652,202.994168,-11.853915,168.436901,-5.656700,-4.494201,0.000000,27.385760,0.134595,366.835443,4450.056081,0.496568,202.994168
5.270000,982.189995,202.941188,-11.900009,168.234276,-5.298001,-4.609375,0.000000,27.480442,0.134491,366.582278,4441.627944,0.495946,202.941188
5.280000,983.870222,202.891725,-11.947371,168.022680,-4.946334,-4.736167,0.000000,27.576383,0.134388,366.329114,4433.135715,0.495302,202.891725
5.290000,985.548250,202.845693,-11.996100,167.802876,-4.603188,-4.872945,0.000000,27.673579,0.134287,366.075949,4424.579394,0.494638,202.845693
5.300000,987.224008,202.802994,-12.046285,167.575752,-4.269861,-5.018494,0.000000,27.772027,0.134187,365.822785,4415.958981,0.493956,202.802994
5.310000,988.897431,202.763519,-12.098004,167.342338,-3.947532,-5.171892,0.000000,27.871723,0.134088,365.569620,4407.274475,0.493259,202.763519
5.320000,990.568470,202.727145,-12.151329,167.103852,-3.637349,-5.332440,0.000000,27.972661,0.133991,365.316456,4398.525877,0.492551,202.727145
5.330000,992.237088,202.693739,-12.206325,166.861822,-3.340610,-5.499620,0.000000,28.074836,0.133895,365.063291,4389.713187,0.491836,202.693739
5.340000,993.903274,202.663145,-12.263056,166.618599,-3.059427,-5.673082,0.000000,28.178236,0.133801,364.810127,4380.836404,0.491121,202.663145
5.350000,995.567086,202.635128,-12.321583,166.381171,-2.801735,-5.852780,0.000000,28.282824,0.133709,364.556962,4371.895530,0.490427,202.635128
5.360000,997.228673,202.603087,-12.381959,166.158693,-3.204050,-6.037610,0.000000,28.386340,0.133618,364.303797,4362.890562,0.489813,202.603087
5.370000,998.887708,202.566488,-12.444104,165.903539,-3.659935,-6.214457,0.000000,28.488647,0.133529,364.050633,4353.821503,0.489109,202.566488
5.380000,1000.544170,202.525177,-12.507943,165.646227,-4.131055,-6.383862,0.000000,28.589735,0.133442,363.797468,4344.688351,0.488403,202.525177
5.390000,1002.198073,202.479038,-12.573397,165.390312,-4.613956,-6.545461,0.000000,28.689648,0.133356,363.544304,4335.491107,0.487706,202.479038
5.400000,1003.849449,202.427967,-12.640384,165.137595,-5.107098,-6.698688,0.000000,28.788440,0.133272,363.291139,4326.229771,0.487023,202.427967
5.410000,1005.498343,202.371874,-12.708812,164.889404,-5.609288,-6.842777,0.000000,28.886167,0.133190,363.037975,4316.904342,0.486358,202.371874
5.420000,1007.144812,202.310680,-12.778579,164.646850,-6.119357,-6.976711,0.000000,28.982862,0.133110,362.784810,4307.514821,0.485715,202.310680
5.430000,1008.788921,202.244320,-12.849570,164.410915,-6.636020,-7.099130,0.000000,29.078526,0.133032,362.531646,4298.061208,0.485095,202.244320
5.440000,1010.430746,202.172743,-12.921652,164.182484,-7.157763,-7.208191,0.000000,29.173162,0.132956,362.278481,4288.543503,0.484501,202.172743
5.450000,1012.070370,202.095916,-12.994665,163.962383,-7.682681,-7.301330,0.000000,29.266769,0.132881,362.025316,4278.961705,0.483936,202.095916
5.460000,1013.707884,202.013834,-13.068414,163.751422,-8.208172,-7.374867,0.000000,29.359350,0.132808,361.772152,4269.315815,0.483400,202.013834
5.470000,1015.343389,201.926531,-13.142648,163.550469,-8.730279,-7.423340,0.000000,29.450905,0.132738,361.518987,4259.605832,0.482895,201.926531
5.480000,1016.976995,201.834109,-13.217031,163.360606,-9.242189,-7.438391,0.000000,29.541437,0.132669,361.265823,4249.831758,0.482421,201.834109
5.490000,1018.608829,201.736804,-13.291104,163.183439,-9.730500,-7.407249,0.000000,29.630945,0.132603,361.012658,4239.993591,0.481979,201.736804
5.500000,1020.239046,201.635143,-13.364235,163.021694,-10.166119,-7.313062,0.000000,29.719432,0.132538,360.759494,4230.091332,0.481569,201.635143
5.510000,1021.867841,201.530236,-13.435740,162.879477,-10.490708,-7.150568,0.000000,29.806898,0.132475,360.506329,4220.124980,0.481190,201.530236
5.520000,1023.495445,201.423762,-13.505356,162.760454,-10.647441,-6.961525,0.000000,29.893358,0.132415,360.253165,4210.094536,0.480846,201.423762
5.530000,1025.122103,201.316980,-13.573290,162.665781,-10.678186,-6.793402,0.000000,29.978877,0.132356,360.000000,4200.000000,0.480552,201.316980
5.540000,1026.748018,201.210432,-13.639955,162.591525,-10.654771,-6.666543,0.000000,30.063514,0.132300,359.746835,4189.841372,0.480314,201.210432
5.550000,1028.373381,201.104279,-13.705687,162.536279,-10.615299,-6.573173,0.000000,30.147331,0.132246,359.493671,4179.618651,0.480132,201.104279
5.560000,1029.998374,200.998522,-13.770724,162.499262,-10.575697,-6.503762,0.000000,30.230387,0.132194,359.240506,4169.331838,0.480007,200.998522
5.570000,1031.623171,200.893096,-13.835239,162.479678,-10.542614,-6.451512,0.000000,30.312740,0.132144,358.987342,4158.980933,0.479937,200.893096
5.580000,1033.247937,200.787907,-13.899358,162.476611,-10.518874,-6.411881,0.000000,30.394449,0.132096,358.734177,4148.565935,0.479918,200.787907
5.590000,1034.872827,200.682851,-13.963176,162.489037,-10.505628,-6.381791,0.000000,30.475572,0.132051,358.481013,4138.086845,0.479948,200.682851
5.600000,1036.497986,200.577819,-14.026767,162.515853,-10.503245,-6.359089,0.000000,30.556164,0.132007,358.227848,4127.543663,0.480023,200.577819
5.610000,1038.123544,200.472701,-14.090189,162.555891,-10.511714,-6.342218,0.000000,30.636285,0.131966,357.974684,4116.936388,0.480140,200.472701
5.620000,1039.749624,200.367393,-14.153489,162.607937,-10.530846,-6.330013,0.000000,30.715989,0.131927,357.721519,4106.265022,0.480294,200.367393
5.630000,1041.376331,200.261789,-14.216705,162.670738,-10.560372,-6.321578,0.000000,30.795334,0.131890,357.468354,4095.529563,0.480483,200.261789
5.640000,1043.003761,200.155789,-14.279867,162.743010,-10.600002,-6.316206,0.000000,30.874375,0.131856,357.215190,4084.730011,0.480701,200.155789
5.650000,1044.631996,200.049295,-14.343000,162.823441,-10.649455,-6.313320,0.000000,30.953170,0.131823,356.962025,4073.866368,0.480946,200.049295
5.660000,1046.261103,199.942210,-14.406125,162.910699,-10.708479,-6.312443,0.000000,31.031774,0.131793,356.708861,4062.938632,0.481213,199.942210
5.670000,1047.891137,199.834441,-14.469256,163.003428,-10.776859,-6.313162,0.000000,31.110245,0.131766,356.455696,4051.946803,0.481498,199.834441
5.680000,1049.522140,199.725897,-14.532408,163.100257,-10.854428,-6.315116,0.000000,31.188637,0.131740,356.202532,4040.890883,0.481797,199.725897
5.690000,1051.154138,199.616486,-14.595587,163.199795,-10.941067,-6.317978,0.000000,31.267009,0.131717,355.949367,4029.770870,0.482106,199.616486
5.700000,1052.787144,199.506119,-14.658802,163.300638,-11.036710,-6.321440,0.000000,31.345418,0.131696,355.696203,4018.586765,0.482421,199.506119
5.710000,1054.421158,199.394706,-14.722054,163.401365,-11.141341,-6.325206,0.000000,31.423920,0.131677,355.443038,4007.338568,0.482738,199.394706
5.720000,1056.056163,199.282156,-14.785344,163.500544,-11.254997,-6.328980,0.000000,31.502573,0.131661,355.189873,3996.026278,0.483051,199.282156
5.730000,1057.692130,199.168378,-14.848668,163.596727,-11.377765,-6.332458,0.000000,31.581436,0.131647,354.936709,3984.649896,0.483359,199.168378
5.740000,1059.329015,199.053280,-14.912021,163.688457,-11.509778,-6.335316,0.000000,31.660566,0.131635,354.683544,3973.209422,0.483655,199.053280
5.750000,1060.966757,198.936768,-14.975393,163.774266,-11.651217,-6.337201,0.000000,31.740023,0.131626,354.430380,3961.704855,0.483936,198.936768
5.760000,1062.605284,198.818745,-15.038771,163.852679,-11.802301,-6.337716,0.000000,31.819867,0.131618,354.177215,3950.136196,0.484197,198.818745
5.770000,1064.244506,198.699112,-15.102135,163.922217,-11.963285,-6.336401,0.000000,31.900157,0.131613,353.924051,3938.503445,0.484434,198.699112
5.780000,1065.884320,198.577768,-15.165462,163.981397,-12.134444,-6.332715,0.000000,31.980953,0.131611,353.670886,3926.806602,0.484644,198.577768
5.790000,1067.524608,198.454607,-15.228722,164.028742,-12.316066,-6.326000,0.000000,32.062317,0.131611,353.417722,3915.045666,0.484821,198.454607
5.800000,1069.165236,198.329523,-15.291876,164.062787,-12.508421,-6.315439,0.000000,32.144310,0.131612,353.164557,3903.220638,0.484962,198.329523
5.810000,1070.806057,198.202406,-15.354876,164.082092,-12.711725,-6.299989,0.000000,32.226995,0.131617,352.911392,3891.331517,0.485062,198.202406
5.820000,1072.446909,198.073145,-15.417659,164.085261,-12.926066,-6.278275,0.000000,32.310434,0.131623,352.658228,3879.378305,0.485117,198.073145
5.830000,1074.087619,197.941632,-15.480143,164.070977,-13.151276,-6.248429,0.000000,32.394690,0.131632,352.405063,3867.361000,0.485124,197.941632
5.840000,1075.728000,197.807766,-15.542221,164.038057,-13.386667,-6.207815,0.000000,32.479829,0.131643,352.151899,3855.279603,0.485078,197.807766
5.850000,1077.367855,197.671461,-15.603747,163.985574,-13.630461,-6.152553,0.000000,32.565913,0.131656,351.898734,3843.134113,0.484976,197.671461
5.860000,1079.006986,197.532677,-15.664514,163.913090,-13.878434,-6.076719,0.000000,32.653010,0.131671,351.645570,3830.924531,0.484815,197.532677
5.870000,1080.645198,197.391473,-15.724225,163.821209,-14.120357,-5.971154,0.000000,32.741183,0.131689,351.392405,3818.650857,0.484594,197.391473
5.880000,1082.282327,197.248172,-15.782460,163.712847,-14.330080,-5.823498,0.000000,32.830500,0.131709,351.139241,3806.313091,0.484314,197.248172
5.890000,1083.918279,197.103736,-15.838780,163.595232,-14.443657,-5.631990,0.000000,32.921028,0.131730,350.886076,3793.911232,0.483978,197.103736
5.900000,1085.553065,196.959999,-15.893207,163.478630,-14.373686,-5.442701,0.000000,33.012810,0.131755,350.632911,3781.445281,0.483598,196.959999
5.910000,1087.186703,196.818536,-15.946363,163.363719,-14.146308,-5.315621,0.000000,33.105846,0.131781,350.379747,3768.915238,0.483190,196.818536
5.920000,1088.819132,196.680110,-15.998990,163.242909,-13.842563,-5.262647,0.000000,33.200135,0.131809,350.126582,3756.321102,0.482753,196.680110
5.930000,1090.450262,196.545046,-16.051628,163.113060,-13.506438,-5.263797,0.000000,33.295675,0.131839,349.873418,3743.662875,0.482289,196.545046
5.940000,1092.079995,196.413478,-16.104653,162.973263,-13.156785,-5.302464,0.000000,33.392465,0.131872,349.620253,3730.940554,0.481798,196.413478
5.950000,1093.708229,196.285454,-16.158334,162.823407,-12.802437,-5.368102,0.000000,33.490502,0.131906,349.367089,3718.154142,0.481281,196.285454
5.960000,1095.334866,196.160972,-16.212874,162.663723,-12.448212,-5.454086,0.000000,33.589785,0.131942,349.113924,3705.303637,0.480740,196.160972
5.970000,1096.959813,196.040000,-16.268436,162.494639,-12.097150,-5.556110,0.000000,33.690312,0.131981,348.860759,3692.389040,0.480175,196.040000
5.980000,1098.582980,195.922486,-16.325148,162.316728,-11.751416,-5.671258,0.000000,33.792079,0.132021,348.607595,3679.410351,0.479589,195.922486
5.990000,1100.204287,195.808359,-16.383123,162.130697,-11.412699,-5.797485,0.000000,33.895084,0.132063,348.354430,3666.367569,0.478985,195.808359
6.000000,1101.823661,195.697535,-16.442456,161.937386,-11.082415,-5.933321,0.000000,33.999324,0.132107,348.101266,3653.260695,0.478364,195.697535
6.010000,1103.441038,195.589917,-16.503233,161.737778,-10.761818,-6.077684,0.000000,34.104795,0.132153,347.848101,3640.089729,0.477729,195.589917
6.020000,1105.056369,195.485395,-16.565531,161.533048,-10.452118,-6.229781,0.000000,34.211491,0.132201,347.594937,3626.854671,0.477085,195.485395
6.030000,1106.669616,195.383848,-16.629421,161.324691,-10.154700,-6.389045,0.000000,34.319407,0.132250,347.341772,3613.555520,0.476435,195.383848
6.040000,1108.280767,195.285129,-16.694973,161.115106,-9.871961,-6.555131,0.000000,34.428531,0.132302,347.088608,3600.192277,0.475787,195.285129
6.050000,1109.889894,195.188981,-16.762254,160.912733,-9.614751,-6.728179,0.000000,34.538817,0.132355,346.835443,3586.764942,0.475167,195.188981
6.060000,1111.496693,195.088752,-16.831335,160.679876,-10.022935,-6.908067,0.000000,34.647983,0.132409,346.582278,3573.273514,0.474578,195.088752
6.070000,1113.100962,194.984107,-16.902135,160.426918,-10.464509,-7.079976,0.000000,34.755992,0.132466,346.329114,3559.717994,0.473939,194.984107
6.080000,1114.702684,194.874914,-16.974575,160.172195,-10.919323,-7.243992,0.000000,34.862895,0.132524,346.075949,3546.098382,0.473302,194.874914
6.090000,1116.301873,194.761068,-17.048571,159.918837,-11.384606,-7.399627,0.000000,34.968751,0.132583,345.822785,3532.414677,0.472674,194.761068
6.100000,1117.898558,194.642478,-17.124033,159.668557,-11.858950,-7.546156,0.000000,35.073585,0.132645,345.569620,3518.666880,0.472060,194.642478
6.110000,1119.492785,194.519066,-17.200858,159.422652,-12.341169,-7.682581,0.000000,35.177398,0.132708,345.316456,3504.854991,0.471464,194.519066
6.120000,1121.084607,194.390766,-17.278934,159.182230,-12.830021,-7.807555,0.000000,35.280190,0.132772,345.063291,3490.979010,0.470890,194.390766
6.130000,1122.674090,194.257526,-17.358126,158.948293,-13.324051,-7.919225,0.000000,35.381963,0.132838,344.810127,3477.038936,0.470338,194.257526
6.140000,1124.261308,194.119311,-17.438276,158.721785,-13.821421,-8.014981,0.000000,35.482718,0.132905,344.556962,3463.034770,0.469812,194.119311
6.150000,1125.846344,193.976116,-17.519186,158.503665,-14.319586,-8.091039,0.000000,35.582455,0.132973,344.303797,3448.966512,0.469313,193.976116
6.160000,1127.429295,193.827969,-17.600603,158.295017,-14.814606,-8.141696,0.000000,35.681176,0.133044,344.050633,3434.834161,0.468842,193.827969
6.170000,1129.010267,193.674974,-17.682184,158.097296,-15.299509,-8.158072,0.000000,35.778882,0.133115,343.797468,3420.637718,0.468400,193.674974
6.180000,1130.589396,193.517374,-17.763447,157.912860,-15.760079,-8.126325,0.000000,35.875574,0.133188,343.544304,3406.377183,0.467987,193.517374
6.190000,1132.166857,193.355732,-17.843729,157.746082,-16.164186,-8.028121,0.000000,35.971252,0.133262,343.291139,3392.052556,0.467603,193.355732
6.200000,1133.742897,193.191264,-17.922336,157.603992,-16.446780,-7.860719,0.000000,36.065918,0.133337,343.037975,3377.663836,0.467247,193.191264
6.210000,1135.317823,193.025703,-17.999058,157.492625,-16.556066,-7.672230,0.000000,36.159599,0.133413,342.784810,3363.211024,0.466927,193.025703
6.220000,1136.891911,192.860188,-18.074197,157.408770,-16.551532,-7.513885,0.000000,36.252361,0.133491,342.531646,3348.694120,0.466657,192.860188
6.230000,1138.465371,192.695145,-18.148175,157.346065,-16.504285,-7.397786,0.000000,36.344270,0.133570,342.278481,3334.113123,0.466442,192.695145
6.240000,1140.038392,192.530666,-18.221314,157.302022,-16.447874,-7.313885,0.000000,36.435392,0.133650,342.025316,3319.468034,0.466284,192.530666
6.250000,1141.611145,192.366709,-18.293840,157.275330,-16.395724,-7.252687,0.000000,36.525790,0.133731,341.772152,3304.758853,0.466181,192.366709
6.260000,1143.183794,192.203176,-18.365918,157.264873,-16.353315,-7.207748,0.000000,36.615527,0.133813,341.518987,3289.985579,0.466130,192.203176
6.270000,1144.756489,192.039947,-18.437666,157.269506,-16.322910,-7.174820,0.000000,36.704666,0.133896,341.265823,3275.148213,0.466129,192.039947
6.280000,1146.329369,191.876893,-18.509176,157.288020,-16.305377,-7.151024,0.000000,36.793270,0.133980,341.012658,3260.246755,0.466174,191.876893
6.290000,1147.902560,191.713884,-18.580520,157.319137,-16.300937,-7.134333,0.000000,36.881401,0.134066,340.759494,3245.281205,0.466261,191.713884
6.300000,1149.476176,191.550789,-18.651752,157.361528,-16.309505,-7.123267,0.000000,36.969119,0.134152,340.506329,3230.251562,0.466385,191.550789
6.310000,1151.050314,191.387480,-18.722919,157.413814,-16.330862,-7.116704,0.000000,37.056488,0.134239,340.253165,3215.157827,0.466543,191.387480
6.320000,1152.625060,191.223833,-18.794057,157.474582,-16.364737,-7.113765,0.000000,37.143569,0.134327,340.000000,3200.000000,0.466730,191.223833
6.330000,1154.200483,191.059724,-18.865194,157.542382,-16.410858,-7.113739,0.000000,37.230422,0.134415,339.746835,3184.778080,0.466941,191.059724
6.340000,1155.776641,190.895034,-18.936355,157.615739,-16.468976,-7.116033,0.000000,37.317110,0.134505,339.493671,3169.492069,0.467173,190.895034
6.350000,1157.353572,190.729646,-19.007556,157.693151,-16.538879,-7.120136,0.000000,37.403695,0.134595,339.240506,3154.141964,0.467421,190.729646
6.360000,1158.931303,190.563442,-19.078812,157.773096,-16.620408,-7.125591,0.000000,37.490238,0.134686,338.987342,3138.727768,0.467679,190.563442
6.370000,1160.509844,190.396307,-19.150132,157.854032,-16.713451,-7.131975,0.000000,37.576803,0.134778,338.734177,3123.249479,0.467945,190.396307
6.380000,1162.089188,190.228127,-19.221521,157.934400,-16.817955,-7.138887,0.000000,37.663450,0.134870,338.481013,3107.707098,0.468212,190.228127
6.390000,1163.669314,190.058788,-19.292980,158.012626,-16.933919,-7.145924,0.000000,37.750243,0.134963,338.227848,3092.100625,0.468478,190.058788
6.400000,1165.250185,189.888174,-19.364507,158.087124,-17.061393,-7.152677,0.000000,37.837246,0.135057,337.974684,3076.430059,0.468736,189.888174
6.410000,1166.831748,189.716170,-19.436094,158.156298,-17.200478,-7.158708,0.000000,37.924522,0.135151,337.721519,3060.695401,0.468982,189.716170
6.420000,1168.413933,189.542656,-19.507729,158.218545,-17.351319,-7.163535,0.000000,38.012135,0.135246,337.468354,3044.896651,0.469212,189.542656
6.430000,1169.996656,189.367515,-19.579395,158.272262,-17.514094,-7.166614,0.000000,38.100149,0.135341,337.215190,3029.033809,0.469421,189.367515
6.440000,1171.579815,189.190625,-19.651068,158.315846,-17.689008,-7.167308,0.000000,38.188631,0.135437,336.962025,3013.106874,0.469604,189.190625
6.450000,1173.163292,189.011863,-19.722717,158.347707,-17.876270,-7.164851,0.000000,38.277646,0.135533,336.708861,2997.115847,0.469758,189.011863
6.460000,1174.746954,188.831102,-19.794300,158.366276,-18.076063,-7.158294,0.000000,38.367260,0.135630,336.455696,2981.060727,0.469876,188.831102
6.470000,1176.330655,188.648217,-19.865764,158.370025,-18.288500,-7.146423,0.000000,38.457540,0.135727,336.202532,2964.941516,0.469956,188.648217
6.480000,1177.914230,188.463082,-19.937040,158.357496,-18.513531,-7.127635,0.000000,38.548554,0.135825,335.949367,2948.758212,0.469992,188.463082
6.490000,1179.497503,188.275574,-20.008038,158.327350,-18.750772,-7.099723,0.000000,38.640369,0.135922,335.696203,2932.510816,0.469981,188.275574
6.500000,1181.080288,188.085582,-20.078633,158.278464,-18.999154,-7.059533,0.000000,38.733055,0.136020,335.443038,2916.199327,0.469919,188.085582
6.510000,1182.662389,187.893021,-20.148656,158.210125,-19.256117,-7.002342,0.000000,38.826681,0.136119,335.189873,2899.823746,0.469801,187.893021
6.520000,1184.243614,187.697865,-20.217865,158.122466,-19.515597,-6.920820,0.000000,38.921317,0.136217,334.936709,2883.384073,0.469627,187.697865
6.530000,1185.823789,187.500241,-20.285903,158.017510,-19.762450,-6.803799,0.000000,39.017033,0.136316,334.683544,2866.880308,0.469394,187.500241
6.540000,1187.402804,187.300670,-20.352294,157.901549,-19.957126,-6.639185,0.000000,39.113900,0.136415,334.430380,2850.312450,0.469105,187.300670
6.550000,1188.980672,187.100523,-20.416738,157.786816,-20.014611,-6.444404,0.000000,39.211989,0.136514,334.177215,2833.680500,0.468767,187.100523
6.560000,1190.557518,186.901691,-20.479513,157.684562,-19.883255,-6.277494,0.000000,39.311316,0.136613,333.924051,2816.984458,0.468399,186.901691
6.570000,1192.133373,186.705339,-20.541373,157.585489,-19.635191,-6.185919,0.000000,39.411879,0.136712,333.670886,2800.224323,0.468008,186.705339
6.580000,1193.708191,186.511980,-20.602961,157.481820,-19.335857,-6.158843,0.000000,39.513677,0.136811,333.417722,2783.400096,0.467593,186.511980
6.590000,1195.281899,186.321834,-20.664728,157.370813,-19.014598,-6.176687,0.000000,39.616710,0.136910,333.164557,2766.511777,0.467155,186.321834
6.600000,1196.854416,186.134992,-20.726989,157.251690,-18.684203,-6.226088,0.000000,39.720975,0.137009,332.911392,2749.559365,0.466696,186.134992
6.610000,1198.425660,185.951482,-20.789976,157.124392,-18.351028,-6.298733,0.000000,39.826470,0.137108,332.658228,2732.542862,0.466217,185.951482
6.620000,1199.995552,185.771295,-20.853869,156.989190,-18.018742,-6.389345,0.000000,39.933194,0.137207,332.405063,2715.462266,0.465719,185.771295
6.630000,1201.564017,185.594397,-20.918814,156.846545,-17.689761,-6.494445,0.000000,40.041144,0.137306,332.151899,2698.317577,0.465204,185.594397
6.640000,1203.130988,185.420738,-20.984930,156.697066,-17.365858,-6.611654,0.000000,40.150318,0.137405,331.898734,2681.108797,0.464675,185.420738
6.650000,1204.696403,185.250254,-21.052323,156.541494,-17.048454,-6.739301,0.000000,40.260712,0.137503,331.645570,2663.835924,0.464133,185.250254
6.660000,1206.260210,185.082866,-21.121085,156.380717,-16.738788,-6.876193,0.000000,40.372324,0.137602,331.392405,2646.498959,0.463581,185.082866
6.670000,1207.822368,184.918485,-21.191300,156.215829,-16.438086,-7.021488,0.000000,40.485148,0.137700,331.139241,2629.097901,0.463024,184.918485
6.680000,1209.382852,184.757006,-21.263047,156.048338,-16.147940,-7.174622,0.000000,40.599176,0.137798,330.886076,2611.632751,0.462464,184.757006
6.690000,1210.941665,184.598285,-21.336400,155.881297,-15.872079,-7.335357,0.000000,40.714391,0.137895,330.632911,2594.103509,0.461914,184.598285
6.700000,1212.499112,184.441688,-21.411457,155.744696,-15.659661,-7.505712,0.000000,40.830631,0.137992,330.379747,2576.510175,0.461474,184.441688
6.710000,1214.054227,184.280928,-21.488243,155.511568,-16.076051,-7.678557,0.000000,40.945812,0.138089,330.126582,2558.852748,0.460940,184.280928
6.720000,1215.606939,184.115844,-21.566672,155.271112,-16.508350,-7.842922,0.000000,41.059977,0.138186,329.873418,2541.131229,0.460392,184.115844
6.730000,1217.157239,183.946343,-21.646656,155.030077,-16.950171,-7.998439,0.000000,41.173128,0.138282,329.620253,2523.345618,0.459849,183.946343
6.740000,1218.705146,183.772346,-21.728100,154.790637,-17.399679,-8.144395,0.000000,41.285265,0.138378,329.367089,2505.495914,0.459316,183.772346
6.750000,1220.250687,183.593790,-21.810898,154.554171,-17.855631,-8.279763,0.000000,41.396387,0.138473,329.113924,2487.582118,0.458797,183.593790
6.760000,1221.793905,183.410622,-21.894929,154.321789,-18.316807,-8.403107,0.000000,41.506494,0.138568,328.860759,2469.604230,0.458295,183.410622
