Time(s),X(m),Y(m),Z(m),Vx(m/s),Vy(m/s),Vz(m/s),Roll(rad),Pitch(rad),Yaw(rad),Mass(kg),Thrust(N),Mach,Altitude(m)
7.080000,1326.802087,185.865848,53.626723,166.933090,-21.332840,13.598121,0.000000,48.120186,0.494226,320.759494,1860.471078,0.497200,185.865848
7.090000,1328.469630,185.647993,53.763063,166.754259,-21.785448,13.634013,0.000000,48.240692,0.494495,320.506329,1840.378145,0.496857,185.647993
7.100000,1330.135451,185.426096,53.900350,166.582157,-22.189763,13.728700,0.000000,48.359973,0.494760,320.253165,1820.221118,0.496533,185.426096
7.110000,1331.799657,185.200908,54.039177,166.420609,-22.518714,13.882743,0.000000,48.478030,0.495023,320.000000,1800.000000,0.496227,185.200908
7.120000,1333.462407,184.973482,54.180001,166.274975,-22.742627,14.082339,0.000000,48.594862,0.495283,319.746835,1779.714789,0.495940,184.973482
7.130000,1335.123946,184.745012,54.322978,166.153907,-22.847005,14.297696,0.000000,48.710506,0.495540,319.493671,1759.365486,0.495682,184.745012
7.140000,1336.784583,184.516457,54.467951,166.063715,-22.855513,14.497347,0.000000,48.825061,0.495795,319.240506,1738.952091,0.495472,184.516457
7.150000,1338.444592,184.288405,54.614583,166.000900,-22.805151,14.663219,0.000000,48.938625,0.496046,318.987342,1718.474603,0.495310,184.288405
7.160000,1340.104209,184.061135,54.762505,165.961706,-22.727085,14.792111,0.000000,49.051295,0.496295,318.734177,1697.933024,0.495197,184.061135
7.170000,1341.763637,183.834714,54.911383,165.942786,-22.642063,14.887819,0.000000,49.163165,0.496540,318.481013,1677.327351,0.495132,183.834714
7.180000,1343.423050,183.609088,55.060941,165.941249,-22.562638,14.955875,0.000000,49.274331,0.496783,318.227848,1656.657587,0.495113,183.609088
7.190000,1345.082595,183.384126,55.210956,165.954521,-22.496203,15.001481,0.000000,49.384886,0.497023,317.974684,1635.923730,0.495136,183.384126
7.200000,1346.742397,183.159654,55.361246,165.980213,-22.447120,15.028991,0.000000,49.494925,0.497259,317.721519,1615.125781,0.495197,183.159654
7.210000,1348.402558,182.935474,55.511665,166.016039,-22.417995,15.041927,0.000000,49.604541,0.497493,317.468354,1594.263740,0.495292,182.935474
7.220000,1350.063155,182.711370,55.662097,166.059763,-22.410412,15.043142,0.000000,49.713828,0.497724,317.215190,1573.337606,0.495415,182.711370
7.230000,1351.724247,182.487117,55.812447,166.109174,-22.425355,15.034987,0.000000,49.822877,0.497952,316.962025,1552.347380,0.495561,182.487117
7.240000,1353.385868,182.262482,55.962641,166.162071,-22.463451,15.019457,0.000000,49.931785,0.498176,316.708861,1531.293062,0.495725,182.262482
7.250000,1355.048030,182.037231,56.112624,166.216248,-22.525108,14.998307,0.000000,50.040643,0.498398,316.455696,1510.174651,0.495899,182.037231
7.260000,1356.710725,181.811125,56.262356,166.269498,-22.610601,14.973152,0.000000,50.149546,0.498617,316.202532,1488.992149,0.496080,181.811125
7.270000,1358.373921,181.583924,56.411811,166.319606,-22.720110,14.945551,0.000000,50.258590,0.498833,315.949367,1467.745554,0.496261,181.583924
7.280000,1360.037565,181.355387,56.560982,166.364354,-22.853730,14.917083,0.000000,50.367868,0.499046,315.696203,1446.434866,0.496435,181.355387
7.290000,1361.701580,181.125272,56.709877,166.401526,-23.011468,14.889432,0.000000,50.477477,0.499255,315.443038,1425.060087,0.496598,181.125272
7.300000,1363.365869,180.893340,56.858521,166.428916,-23.193198,14.864477,0.000000,50.587514,0.499462,315.189873,1403.621215,0.496743,180.893340
7.310000,1365.030313,180.659354,57.006965,166.444347,-23.398591,14.844396,0.000000,50.698076,0.499666,314.936709,1382.118250,0.496865,180.659354
7.320000,1366.694770,180.423084,57.155283,166.445699,-23.626987,14.831806,0.000000,50.809261,0.499867,314.683544,1360.551194,0.496958,180.423084
7.330000,1368.359079,180.184313,57.303583,166.430957,-23.877177,14.829943,0.000000,50.921167,0.500065,314.430380,1338.920045,0.497017,180.184313
7.340000,1370.023062,179.942842,57.452012,166.398295,-24.147021,14.842902,0.000000,51.033895,0.500260,314.177215,1317.224804,0.497037,179.942842
7.350000,1371.686524,179.698515,57.600771,166.346223,-24.432767,14.875919,0.000000,51.147546,0.500451,313.924051,1295.465470,0.497014,179.698515
7.360000,1373.349263,179.451236,57.750127,166.273862,-24.727816,14.935638,0.000000,51.262220,0.500640,313.670886,1273.642045,0.496945,179.451236
7.370000,1375.011077,179.201031,57.900428,166.181431,-25.020536,15.030041,0.000000,51.378022,0.500826,313.417722,1251.754527,0.496827,179.201031
7.380000,1376.671788,178.948123,58.052098,166.071073,-25.290774,15.167049,0.000000,51.495053,0.501010,313.164557,1229.802916,0.496660,178.948123
7.390000,1378.331267,178.693061,58.205595,165.947865,-25.506206,15.349677,0.000000,51.613419,0.501190,312.911392,1207.787214,0.496446,178.693061
7.400000,1379.989464,178.436814,58.361260,165.819785,-25.624713,15.566535,0.000000,51.733223,0.501367,312.658228,1185.707419,0.496185,178.436814
7.410000,1381.646474,178.180655,58.519146,165.700914,-25.615900,15.788521,0.000000,51.854511,0.501542,312.405063,1163.563531,0.495896,178.180655
7.420000,1383.302455,177.925748,58.678958,165.598170,-25.490699,15.981219,0.000000,51.977282,0.501714,312.151899,1141.355552,0.495594,177.925748
7.430000,1384.957546,177.672958,58.840205,165.509056,-25.279058,16.124702,0.000000,52.101535,0.501883,311.898734,1119.083480,0.495281,177.672958
7.440000,1386.611842,177.422857,59.002360,165.429665,-25.010106,16.215537,0.000000,52.227270,0.502049,311.645570,1096.747316,0.494957,177.422857
7.450000,1388.265409,177.175808,59.164941,165.356656,-24.704871,16.258084,0.000000,52.354484,0.502213,311.392405,1074.347060,0.494623,177.175808
7.460000,1389.918286,176.932037,59.327526,165.287714,-24.377064,16.258518,0.000000,52.483177,0.502373,311.139241,1051.882711,0.494281,176.932037
7.470000,1391.570500,176.691682,59.489751,165.221403,-24.035519,16.222495,0.000000,52.613347,0.502532,310.886076,1029.354270,0.493932,176.691682
7.480000,1393.222070,176.454821,59.651297,165.156945,-23.686103,16.154570,0.000000,52.744992,0.502687,310.632911,1006.761737,0.493578,176.454821
7.490000,1394.873010,176.221492,59.811879,165.094063,-23.332945,16.058207,0.000000,52.878109,0.502840,310.379747,984.105111,0.493221,176.221492
7.500000,1396.523340,175.991698,59.971238,165.032951,-22.979315,15.935936,0.000000,53.012693,0.502991,310.126582,961.384394,0.492864,175.991698
7.510000,1398.173086,175.765412,60.129133,164.974571,-22.628660,15.789497,0.000000,53.148735,0.503139,309.873418,938.599583,0.492512,175.765412
7.520000,1399.822318,175.542519,60.285333,164.923259,-22.289294,15.619958,0.000000,53.286207,0.503284,309.620253,915.750681,0.492180,175.542519
7.530000,1401.470468,175.315336,60.439193,164.815005,-22.718333,15.385987,0.000000,53.422651,0.503427,309.367089,892.837686,0.491971,175.315336
7.540000,1403.116992,175.083298,60.590865,164.652405,-23.203794,15.167213,0.000000,53.557877,0.503567,309.113924,869.860599,0.491635,175.083298
7.550000,1404.761822,174.846342,60.740589,164.482956,-23.695578,14.972407,0.000000,53.691872,0.503706,308.860759,846.819420,0.491293,174.846342
7.560000,1406.404923,174.604451,60.888627,164.310081,-24.189087,14.803807,0.000000,53.824630,0.503841,308.607595,823.714148,0.490954,174.604451
7.570000,1408.046273,174.357639,61.035269,164.135085,-24.681185,14.664175,0.000000,53.956148,0.503975,308.354430,800.544784,0.490622,174.357639
7.580000,1409.685861,174.105956,61.180841,163.958789,-25.168295,14.557252,0.000000,54.086426,0.504106,308.101266,777.311328,0.490296,174.105956
7.590000,1411.323680,173.849501,61.325722,163.781910,-25.645502,14.488072,0.000000,54.215462,0.504235,307.848101,754.013780,0.489978,173.849501
7.600000,1412.959734,173.588447,61.470354,163.605322,-26.105387,14.463214,0.000000,54.343258,0.504362,307.594937,730.652139,0.489670,173.588447
7.610000,1414.594038,173.323086,61.615261,163.430412,-26.536173,14.490683,0.000000,54.469813,0.504487,307.341772,707.226406,0.489370,173.323086
7.620000,1416.226635,173.053895,61.761045,163.259707,-26.919024,14.578360,0.000000,54.595126,0.504610,307.088608,683.736581,0.489078,173.053895
7.630000,1417.857612,172.781636,61.908333,163.097728,-27.225920,14.728857,0.000000,54.719199,0.504730,306.835443,660.182663,0.488794,172.781636
7.640000,1419.487124,172.507395,62.057630,162.951177,-27.424122,14.929671,0.000000,54.842031,0.504849,306.582278,636.564653,0.488518,172.507395
7.650000,1421.115423,172.232438,62.209120,162.829887,-27.495717,15.149049,0.000000,54.963657,0.504966,306.329114,612.882551,0.488259,172.232438
7.660000,1422.742830,171.957779,62.362636,162.740702,-27.465852,15.351567,0.000000,55.084182,0.505080,306.075949,589.136356,0.488040,171.957779
7.670000,1424.369617,171.684023,62.517804,162.678704,-27.375618,15.516822,0.000000,55.203710,0.505193,305.822785,565.326070,0.487860,171.684023
7.680000,1425.996005,171.411430,62.674219,162.638831,-27.259266,15.641453,0.000000,55.322343,0.505305,305.569620,541.451690,0.487722,171.411430
7.690000,1427.622174,171.140039,62.831517,162.616848,-27.139162,15.729798,0.000000,55.440185,0.505414,305.316456,517.513219,0.487623,171.140039
7.700000,1429.248267,170.869752,62.989396,162.609330,-27.028649,15.787920,0.000000,55.557336,0.505522,305.063291,493.510655,0.487563,170.869752
7.710000,1430.874401,170.600397,63.147610,162.613389,-26.935559,15.821424,0.000000,55.673896,0.505628,304.810127,469.443999,0.487538,170.600397
7.720000,1432.500665,170.331751,63.305960,162.626461,-26.864554,15.834970,0.000000,55.789965,0.505732,304.556962,445.313251,0.487544,170.331751
7.730000,1434.127127,170.063566,63.464283,162.646175,-26.818489,15.832345,0.000000,55.905643,0.505835,304.303797,421.118411,0.487577,170.063566
7.740000,1435.753830,169.795575,63.622450,162.670270,-26.799164,15.816652,0.000000,56.021031,0.505936,304.050633,396.859478,0.487632,169.795575
7.750000,1437.380795,169.527497,63.780355,162.696554,-26.807751,15.790502,0.000000,56.136228,0.506036,303.797468,372.536452,0.487703,169.527497
7.760000,1439.008024,169.259047,63.937917,162.722874,-26.845035,15.756174,0.000000,56.251333,0.506134,303.544304,348.149335,0.487786,169.259047
7.770000,1440.635495,168.989931,64.095074,162.747105,-26.911547,15.715738,0.000000,56.366449,0.506231,303.291139,323.698125,0.487875,168.989931
7.780000,1442.263167,168.719855,64.251786,162.767136,-27.007637,15.671169,0.000000,56.481675,0.506327,303.037975,299.182823,0.487965,168.719855
7.790000,1443.890975,168.448520,64.408030,162.780870,-27.133501,15.624445,0.000000,56.597113,0.506421,302.784810,274.603429,0.488050,168.448520
7.800000,1445.518837,168.175628,64.563807,162.786225,-27.289179,15.577641,0.000000,56.712865,0.506514,302.531646,249.959942,0.488127,168.175628
7.810000,1447.146649,167.900883,64.719137,162.781140,-27.474518,15.533039,0.000000,56.829033,0.506606,302.278481,225.252363,0.488188,167.900883
7.820000,1448.774285,167.623992,64.874069,162.763595,-27.689093,15.493254,0.000000,56.945721,0.506697,302.025316,200.480692,0.488230,167.623992
7.830000,1450.401601,167.344671,65.028683,162.731637,-27.932063,15.461399,0.000000,57.063034,0.506786,301.772152,175.644929,0.488247,167.344671
7.840000,1452.028436,167.062652,65.183097,162.683444,-28.201919,15.441308,0.000000,57.181076,0.506875,301.518987,150.745073,0.488236,167.062652
7.850000,1453.654610,166.777692,65.337475,162.617433,-28.496020,15.437829,0.000000,57.299954,0.506962,301.265823,125.781125,0.488190,166.777692
7.860000,1455.279935,166.489594,65.492047,162.532460,-28.809752,15.457192,0.000000,57.419774,0.507049,301.012658,100.753084,0.488109,166.489594
7.870000,1456.904217,166.198245,65.647120,162.428218,-29.134937,15.507347,0.000000,57.540644,0.507134,300.759494,75.660952,0.487987,166.198245
7.880000,1458.527276,165.903676,65.803098,162.305965,-29.456946,15.597782,0.000000,57.662673,0.507219,300.506329,50.504727,0.487826,165.903676
7.890000,1460.148974,165.606174,65.960471,162.169760,-29.750163,15.737288,0.000000,57.785971,0.507303,300.253165,25.284410,0.487624,165.606174
7.900000,1461.769252,165.306431,66.119737,162.027759,-29.974284,15.926581,0.000000,57.910649,0.507386,300.000000,0.000000,0.487386,165.306431
7.910000,1463.388162,165.005613,66.281199,161.891033,-30.081810,16.146215,0.000000,58.036816,0.507468,300.000000,0.000000,0.487110,165.005613
7.920000,1465.005950,164.705059,66.444803,161.778807,-30.055380,16.360394,0.000000,58.164476,0.507550,300.000000,0.000000,0.486833,164.705059
7.930000,1466.622856,164.405869,66.610155,161.690562,-29.919039,16.535256,0.000000,58.293626,0.507631,300.000000,0.000000,0.486556,164.405869
7.940000,1468.239069,164.108802,66.776737,161.621315,-29.706713,16.658167,0.000000,58.424264,0.507712,300.000000,0.000000,0.486278,164.108802
7.950000,1469.854728,163.814347,66.944043,161.565901,-29.445448,16.730638,0.000000,58.556390,0.507792,300.000000,0.000000,0.486001,163.814347
7.960000,1471.469932,163.522818,67.111632,161.520425,-29.152916,16.758810,0.000000,58.689999,0.507872,300.000000,0.000000,0.485723,163.522818
7.970000,1473.084754,163.234417,67.279121,161.482244,-28.840087,16.748980,0.000000,58.825091,0.507951,300.000000,0.000000,0.485447,163.234417
7.980000,1474.699251,162.949278,67.446184,161.449627,-28.513878,16.706292,0.000000,58.961661,0.508030,300.000000,0.000000,0.485171,162.949278
7.990000,1476.313466,162.667489,67.612530,161.421488,-28.178901,16.634595,0.000000,59.099706,0.508108,300.000000,0.000000,0.484898,162.667489
8.000000,1477.927438,162.389103,67.777896,161.397274,-27.838608,16.536603,0.000000,59.239222,0.508186,300.000000,0.000000,0.484627,162.389103
8.010000,1479.541210,162.114139,67.942037,161.377147,-27.496407,16.414083,0.000000,59.380200,0.508264,300.000000,0.000000,0.484362,162.114139
8.020000,1481.154849,161.842544,68.104717,161.363892,-27.159530,16.267963,0.000000,59.522614,0.508342,300.000000,0.000000,0.484114,161.842544
8.030000,1482.768042,161.567211,68.265204,161.319285,-27.533277,16.048697,0.000000,59.664190,0.508419,300.000000,0.000000,0.484104,161.567211
8.040000,1484.379763,161.287112,68.423552,161.172150,-28.009932,15.834836,0.000000,59.804551,0.508497,300.000000,0.000000,0.483853,161.287112
8.050000,1485.989928,161.002216,68.580002,161.016463,-28.489582,15.645002,0.000000,59.943681,0.508574,300.000000,0.000000,0.483592,161.002216
8.060000,1487.598486,160.712540,68.734817,160.855780,-28.967598,15.481455,0.000000,60.081575,0.508652,300.000000,0.000000,0.483327,160.712540
8.070000,1489.205397,160.418129,68.888287,160.691197,-29.441075,15.347015,0.000000,60.218232,0.508729,300.000000,0.000000,0.483062,160.418129
8.080000,1490.810631,160.119063,69.040743,160.523345,-29.906644,15.245653,0.000000,60.353650,0.508806,300.000000,0.000000,0.482796,160.119063
8.090000,1492.414160,159.815469,69.192572,160.352862,-30.359416,15.182894,0.000000,60.487831,0.508884,300.000000,0.000000,0.482531,159.815469
8.100000,1494.015967,159.507553,69.344234,160.180730,-30.791558,15.166138,0.000000,60.620774,0.508962,300.000000,0.000000,0.482267,159.507553
8.110000,1495.616055,159.195654,69.496278,160.008802,-31.189944,15.204459,0.000000,60.752481,0.509039,300.000000,0.000000,0.482003,159.195654
8.120000,1497.214462,158.880326,69.649342,159.840720,-31.532780,15.306344,0.000000,60.882952,0.509118,300.000000,0.000000,0.481739,158.880326
8.130000,1498.811292,158.562448,69.804065,159.683032,-31.787757,15.472298,0.000000,61.012190,0.509196,300.000000,0.000000,0.481475,158.562448
8.140000,1500.406739,158.243239,69.960890,159.544648,-31.920935,15.682511,0.000000,61.140194,0.509275,300.000000,0.000000,0.481211,158.243239
8.150000,1502.001128,157.923961,70.119878,159.438865,-31.927790,15.898835,0.000000,61.267040,0.509354,300.000000,0.000000,0.480971,157.923961
8.160000,1503.594779,157.605485,70.280742,159.365169,-31.847559,16.086354,0.000000,61.392839,0.509433,300.000000,0.000000,0.480765,157.605485
8.170000,1505.187948,157.288247,70.443056,159.316893,-31.723837,16.231444,0.000000,61.517699,0.509513,300.000000,0.000000,0.480596,157.288247
8.180000,1506.780830,156.972368,70.606410,159.288190,-31.587876,16.335378,0.000000,61.641727,0.509593,300.000000,0.000000,0.480465,156.972368
8.190000,1508.373576,156.657783,70.770453,159.274581,-31.458490,16.404307,0.000000,61.765028,0.509674,300.000000,0.000000,0.480371,156.657783
8.200000,1509.966302,156.344319,70.934900,159.272590,-31.346455,16.444700,0.000000,61.887709,0.509755,300.000000,0.000000,0.480312,156.344319
8.210000,1511.559095,156.031739,71.099521,159.279348,-31.257954,16.462096,0.000000,62.009873,0.509836,300.000000,0.000000,0.480285,156.031739
8.220000,1513.152019,155.719773,71.264131,159.292335,-31.196598,16.460996,0.000000,62.131625,0.509919,300.000000,0.000000,0.480286,155.719773
8.230000,1514.745111,155.408128,71.428581,159.309222,-31.164535,16.445063,0.000000,62.253069,0.510002,300.000000,0.000000,0.480310,155.408128
8.240000,1516.338389,155.096498,71.592755,159.327794,-31.163048,16.417347,0.000000,62.374308,0.510085,300.000000,0.000000,0.480352,155.096498
8.250000,1517.931848,154.784569,71.756560,159.345890,-31.192887,16.380477,0.000000,62.495446,0.510169,300.000000,0.000000,0.480408,154.784569
8.260000,1519.525461,154.472024,71.919928,159.361380,-31.254456,16.336817,0.000000,62.616588,0.510254,300.000000,0.000000,0.480473,154.472024
8.270000,1521.119183,154.158545,72.082814,159.372144,-31.347913,16.288595,0.000000,62.737837,0.510340,300.000000,0.000000,0.480541,154.158545
8.280000,1522.712944,153.843813,72.245194,159.376062,-31.473208,16.238016,0.000000,62.859299,0.510426,300.000000,0.000000,0.480607,153.843813
8.290000,1524.306654,153.527512,72.407068,159.371015,-31.630096,16.187382,0.000000,62.981077,0.510513,300.000000,0.000000,0.480665,153.527512
8.300000,1525.900203,153.209331,72.568460,159.354891,-31.818094,16.139209,0.000000,63.103278,0.510601,300.000000,0.000000,0.480710,153.209331
8.310000,1527.493459,152.888967,72.729424,159.325610,-32.036395,16.096391,0.000000,63.226008,0.510690,300.000000,0.000000,0.480738,152.888967
8.320000,1529.086270,152.566130,72.890048,159.281163,-32.283696,16.062396,0.000000,63.349373,0.510780,300.000000,0.000000,0.480742,152.566130
8.330000,1530.678467,152.240551,73.050463,159.219700,-32.557876,16.041551,0.000000,63.473481,0.510870,300.000000,0.000000,0.480718,152.240551
8.340000,1532.269864,151.911997,73.210857,159.139690,-32.855395,16.039418,0.000000,63.598441,0.510962,300.000000,0.000000,0.480661,151.911997
8.350000,1533.860267,151.580296,73.371490,159.040243,-33.170119,16.063260,0.000000,63.724360,0.511054,300.000000,0.000000,0.480568,151.580296
8.360000,1535.449484,151.245386,73.532714,158.921741,-33.491058,16.122372,0.000000,63.851348,0.511148,300.000000,0.000000,0.480437,151.245386
8.370000,1537.037354,150.907403,73.694987,158.787039,-33.798222,16.227309,0.000000,63.979516,0.511242,300.000000,0.000000,0.480266,150.907403
8.380000,1538.623787,150.566834,73.858839,158.643288,-34.056983,16.385193,0.000000,64.108974,0.511337,300.000000,0.000000,0.480057,150.566834
8.390000,1540.208814,150.224654,74.024714,158.502677,-34.217990,16.587493,0.000000,64.239834,0.511434,300.000000,0.000000,0.479812,150.224654
8.400000,1541.792652,149.882222,74.192736,158.383790,-34.243177,16.802206,0.000000,64.372145,0.511531,300.000000,0.000000,0.479550,149.882222
8.410000,1543.375592,149.540768,74.362626,158.294033,-34.145377,16.988989,0.000000,64.505904,0.511629,300.000000,0.000000,0.479288,149.540768
8.420000,1544.957874,149.201171,74.533889,158.228169,-33.959712,17.126339,0.000000,64.641110,0.511729,300.000000,0.000000,0.479026,149.201171
8.430000,1546.539670,148.863994,74.706012,158.179603,-33.717751,17.212318,0.000000,64.777762,0.511830,300.000000,0.000000,0.478764,148.863994
8.440000,1548.121102,148.529589,74.878538,158.143208,-33.440482,17.252617,0.000000,64.915856,0.511931,300.000000,0.000000,0.478502,148.529589
8.450000,1549.702257,148.198182,75.051077,158.115534,-33.140708,17.253906,0.000000,65.055391,0.512034,300.000000,0.000000,0.478240,148.198182
8.460000,1551.283201,147.869919,75.223295,158.094359,-32.826283,17.221764,0.000000,65.196364,0.512138,300.000000,0.000000,0.477980,147.869919
8.470000,1552.863984,147.544896,75.394899,158.078295,-32.502291,17.160361,0.000000,65.338772,0.512243,300.000000,0.000000,0.477721,147.544896
8.480000,1554.444650,147.223172,75.565625,158.066582,-32.172413,17.072622,0.000000,65.482610,0.512349,300.000000,0.000000,0.477465,147.223172
8.490000,1556.025242,146.904770,75.735229,158.059204,-31.840150,16.960429,0.000000,65.627869,0.512456,300.000000,0.000000,0.477214,146.904770
8.500000,1557.605828,146.589644,75.903476,158.058600,-31.512666,16.824724,0.000000,65.774526,0.512565,300.000000,0.000000,0.476981,146.589644
8.510000,1559.185873,146.270854,76.069536,158.004483,-31.878915,16.605999,0.000000,65.920350,0.512675,300.000000,0.000000,0.476968,146.270854
8.520000,1560.764390,145.947476,76.233453,157.851762,-32.337809,16.391635,0.000000,66.064992,0.512785,300.000000,0.000000,0.476732,145.947476
8.530000,1562.341296,145.619480,76.395464,157.690522,-32.799604,16.201131,0.000000,66.208437,0.512897,300.000000,0.000000,0.476485,145.619480
8.540000,1563.916538,145.286881,76.555834,157.524261,-33.259899,16.036952,0.000000,66.350679,0.513011,300.000000,0.000000,0.476235,145.286881
8.550000,1565.490079,144.949723,76.714856,157.354090,-33.715786,15.902189,0.000000,66.491717,0.513125,300.000000,0.000000,0.475984,144.949723
8.560000,1567.061886,144.608086,76.872868,157.180702,-34.163746,15.801239,0.000000,66.631551,0.513241,300.000000,0.000000,0.475733,144.608086
8.570000,1568.631935,144.262101,77.030271,157.004875,-34.598475,15.740280,0.000000,66.770180,0.513358,300.000000,0.000000,0.475483,144.262101
8.580000,1570.200214,143.911990,77.187547,156.827911,-35.011167,15.727654,0.000000,66.907606,0.513476,300.000000,0.000000,0.475233,143.911990
8.590000,1571.766738,143.558124,77.345282,156.652389,-35.386597,15.773467,0.000000,67.043829,0.513595,300.000000,0.000000,0.474984,143.558124
8.600000,1573.331572,143.201132,77.504144,156.483458,-35.699129,15.886157,0.000000,67.178850,0.513716,300.000000,0.000000,0.474734,143.201132
8.610000,1574.894873,142.842009,77.664764,156.330042,-35.912288,16.062054,0.000000,67.312671,0.513837,300.000000,0.000000,0.474485,142.842009
8.620000,1576.456904,142.482061,77.827487,156.203126,-35.994798,16.272279,0.000000,67.445296,0.513960,300.000000,0.000000,0.474237,142.482061
8.630000,1578.018059,142.122432,77.992240,156.115458,-35.962910,16.475284,0.000000,67.576840,0.514085,300.000000,0.000000,0.474025,142.122432
8.640000,1579.578655,141.763801,78.158656,156.059615,-35.863158,16.641583,0.000000,67.707412,0.514210,300.000000,0.000000,0.473849,141.763801
8.650000,1581.138931,141.406437,78.326304,156.027663,-35.736400,16.764883,0.000000,67.837122,0.514337,300.000000,0.000000,0.473710,141.406437
8.660000,1582.699065,141.050351,78.494801,156.013406,-35.608574,16.849656,0.000000,67.966077,0.514465,300.000000,0.000000,0.473610,141.050351
8.670000,1584.259188,140.695407,78.663828,156.012281,-35.494410,16.902664,0.000000,68.094386,0.514594,300.000000,0.000000,0.473547,140.695407
8.680000,1585.819396,140.341386,78.833128,156.020748,-35.402122,16.930080,0.000000,68.222154,0.514725,300.000000,0.000000,0.473518,140.341386
8.690000,1587.379754,139.988022,79.002498,156.035850,-35.336354,16.936961,0.000000,68.349488,0.514856,300.000000,0.000000,0.473519,139.988022
8.700000,1588.940304,139.635024,79.171772,156.054951,-35.299779,16.927380,0.000000,68.476493,0.514989,300.000000,0.000000,0.473545,139.635024
8.710000,1590.501060,139.282085,79.340818,156.075597,-35.293948,16.904675,0.000000,68.603275,0.515124,300.000000,0.000000,0.473591,139.282085
8.720000,1592.062014,138.928888,79.509535,156.095430,-35.319741,16.871682,0.000000,68.729940,0.515259,300.000000,0.000000,0.473652,138.928888
8.730000,1593.623135,138.575111,79.677844,156.112143,-35.377615,16.830916,0.000000,68.856593,0.515396,300.000000,0.000000,0.473723,138.575111
8.740000,1595.184370,138.220434,79.845692,156.123455,-35.467737,16.784724,0.000000,68.983342,0.515533,300.000000,0.000000,0.473798,138.220434
8.750000,1596.745641,137.864534,80.013046,156.127096,-35.590042,16.735417,0.000000,69.110292,0.515672,300.000000,0.000000,0.473870,137.864534
8.760000,1598.306849,137.507091,80.179900,156.120801,-35.744245,16.685405,0.000000,69.237549,0.515813,300.000000,0.000000,0.473936,137.507091
8.770000,1599.867872,137.147793,80.346273,156.102324,-35.929807,16.637335,0.000000,69.365223,0.515954,300.000000,0.000000,0.473988,137.147793
8.780000,1601.428567,136.786335,80.512216,156.069463,-36.145834,16.594275,0.000000,69.493419,0.516097,300.000000,0.000000,0.474022,136.786335
8.790000,1602.988768,136.422426,80.677816,156.020115,-36.390886,16.559952,0.000000,69.622248,0.516241,300.000000,0.000000,0.474031,136.422426
8.800000,1604.548292,136.055800,80.843206,155.952384,-36.662593,16.539091,0.000000,69.751818,0.516386,300.000000,0.000000,0.474011,136.055800
8.810000,1606.106940,135.686231,81.008585,155.864806,-36.956915,16.537873,0.000000,69.882239,0.516532,300.000000,0.000000,0.473957,135.686231
8.820000,1607.664508,135.313564,81.174230,155.756793,-37.266665,16.564500,0.000000,70.013621,0.516679,300.000000,0.000000,0.473866,135.313564
8.830000,1609.220803,134.937779,81.340525,155.629545,-37.578554,16.629493,0.000000,70.146077,0.516828,300.000000,0.000000,0.473735,134.937779
8.840000,1610.775681,134.559100,81.507967,155.487781,-37.867872,16.744161,0.000000,70.279718,0.516977,300.000000,0.000000,0.473564,134.559100
8.850000,1612.329101,134.178175,81.677097,155.342036,-38.092506,16.913034,0.000000,70.414656,0.517128,300.000000,0.000000,0.473355,134.178175
8.860000,1613.881179,133.796184,81.848278,155.207781,-38.199040,17.118061,0.000000,70.551004,0.517280,300.000000,0.000000,0.473110,133.796184
8.870000,1615.432244,133.414495,82.021480,155.106523,-38.168944,17.320274,0.000000,70.688765,0.517433,300.000000,0.000000,0.472863,133.414495
8.880000,1616.982605,133.034193,82.196308,155.036055,-38.030243,17.482751,0.000000,70.827938,0.517587,300.000000,0.000000,0.472616,133.034193
8.890000,1618.532491,132.655994,82.372246,154.988631,-37.819869,17.593855,0.000000,70.968520,0.517743,300.000000,0.000000,0.472368,132.655994
8.900000,1620.082064,132.280343,82.548813,154.957231,-37.565041,17.656622,0.000000,71.110509,0.517899,300.000000,0.000000,0.472121,132.280343
8.910000,1621.631434,131.907519,82.725591,154.937006,-37.282483,17.677818,0.000000,71.253904,0.518056,300.000000,0.000000,0.471875,131.907519
8.920000,1623.180682,131.537697,82.902228,154.924856,-36.982184,17.663699,0.000000,71.398702,0.518215,300.000000,0.000000,0.471629,131.537697
8.930000,1624.729871,131.170993,83.078419,154.918842,-36.670342,17.619077,0.000000,71.544901,0.518374,300.000000,0.000000,0.471384,131.170993
8.940000,1626.279049,130.807482,83.253892,154.917821,-36.351170,17.547364,0.000000,71.692495,0.518534,300.000000,0.000000,0.471142,130.807482
8.950000,1627.828263,130.447200,83.428400,154.921378,-36.028205,17.450796,0.000000,71.841478,0.518696,300.000000,0.000000,0.470904,130.447200
8.960000,1629.377569,130.090131,83.601706,154.930662,-35.706835,17.330577,0.000000,71.991834,0.518858,300.000000,0.000000,0.470678,130.090131
8.970000,1630.927360,129.735477,83.773550,154.979086,-35.465416,17.184424,0.000000,72.143329,0.519022,300.000000,0.000000,0.470610,129.735477
8.980000,1632.475625,129.376413,83.943197,154.826454,-35.906391,16.964649,0.000000,72.293679,0.519186,300.000000,0.000000,0.470394,129.376413
8.990000,1634.022254,129.012889,84.110878,154.662935,-36.352399,16.768126,0.000000,72.442863,0.519351,300.000000,0.000000,0.470161,129.012889
